Id,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
14239,14240,,Japan,2020-03-01,256.0,6.0,Japan-,36.0,138.0,61,42.5,35.4,47.3,927.1,7.3,0.0,1
14240,14241,,Japan,2020-03-02,274.0,6.0,Japan-,36.0,138.0,62,43.8,32.0,55.2,926.5,7.6,0.0,1
14241,14242,,Japan,2020-03-03,293.0,6.0,Japan-,36.0,138.0,63,40.2,31.5,50.0,931.9,7,0.0,0
14242,14243,,Japan,2020-03-04,331.0,6.0,Japan-,36.0,138.0,64,42.5,33.8,54.0,922.9,6.8,0.0,1
14243,14244,,Japan,2020-03-05,360.0,6.0,Japan-,36.0,138.0,65,32.5,25.3,41.2,923.3,8.5,0.0,1
14244,14245,,Japan,2020-03-06,420.0,6.0,Japan-,36.0,138.0,66,34.3,24.4,44.2,930.0,9.7,0.0,0
14245,14246,,Japan,2020-03-07,461.0,6.0,Japan-,36.0,138.0,67,44.0,25.3,54.3,929.6,6.2,0.0,1
14246,14247,,Japan,2020-03-08,502.0,6.0,Japan-,36.0,138.0,68,37.7,34.0,40.6,928.2,2.7,0.14,1
14247,14248,,Japan,2020-03-09,511.0,10.0,Japan-,36.0,138.0,69,53.0,33.3,66.7,925.7,6,0.0,1
14248,14249,,Japan,2020-03-10,581.0,10.0,Japan-,36.0,138.0,70,50.9,46.0,54.1,911.4,7.8,1.06,1
14249,14250,,Japan,2020-03-11,639.0,15.0,Japan-,36.0,138.0,71,43.7,32.2,53.1,921.4,11.6,0.16,0
14250,14251,,Japan,2020-03-12,639.0,16.0,Japan-,36.0,138.0,72,41.5,32.0,54.9,931.1,4,0.0,0
14251,14252,,Japan,2020-03-13,701.0,19.0,Japan-,36.0,138.0,73,45.2,31.8,55.6,924.9,6.1,0.0,1
14252,14253,,Japan,2020-03-14,773.0,22.0,Japan-,36.0,138.0,74,32.5,30.6,34.7,917.6,5.3,0.04,1
14253,14254,,Japan,2020-03-15,839.0,22.0,Japan-,36.0,138.0,75,36.5,30.2,45.5,915.5,4.8,0.0,1
14254,14255,,Japan,2020-03-16,839.0,27.0,Japan-,36.0,138.0,76,30.3,23.7,39.2,923.5,10.3,0.0,1
14255,14256,,Japan,2020-03-17,878.0,29.0,Japan-,36.0,138.0,77,41.0,23.0,50.0,924.0,5.9,0.0,1
14256,14257,,Japan,2020-03-18,889.0,29.0,Japan-,36.0,138.0,78,44.3,33.6,55.8,925.9,4.4,0.0,0
14257,14258,,Japan,2020-03-19,924.0,29.0,Japan-,36.0,138.0,79,52.5,32.5,65.7,917.5,8.5,0.0,1
14258,14259,,Japan,2020-03-20,963.0,33.0,Japan-,36.0,138.0,80,40.6,32.7,47.3,921.7,8.3,0.12,0
14259,14260,,Japan,2020-03-21,1007.0,35.0,Japan-,36.0,138.0,81,48.7,31.8,60.6,924.0,6.6,0.0,0
14260,14261,,Japan,2020-03-22,1101.0,41.0,Japan-,36.0,138.0,82,47.8,35.2,63.0,921.2,11,0.0,1
14261,14262,,Japan,2020-03-23,1128.0,42.0,Japan-,36.0,138.0,83,40.0,31.5,49.6,922.1,11.1,0.0,0
14262,14263,,Japan,2020-03-24,1193.0,43.0,Japan-,36.0,138.0,84,34.0,27.0,42.3,927.9,9.5,0.0,0
14263,14264,,Japan,2020-03-25,1307.0,45.0,Japan-,36.0,138.0,85,41.5,26.8,51.1,931.5,7.3,0.0,0
14264,14265,,Japan,2020-03-26,1387.0,47.0,Japan-,36.0,138.0,86,41.5,26.8,51.1,931.5,7.3,0.0,0
14300,14301,,Jordan,2020-01-22,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,22,40.9,33.8,50.7,936.0,6.2,0.05,1
14301,14302,,Jordan,2020-01-23,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,23,42.6,32.0,52.0,936.4,7.5,0.02,1
14302,14303,,Jordan,2020-01-24,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,24,41.2,35.6,45.5,933.4,13.6,0.8,1
14303,14304,,Jordan,2020-01-25,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,25,40.1,28.4,51.1,942.5,1.2,0.12,0
14304,14305,,Jordan,2020-01-26,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,26,41.6,28.4,54.3,943.6,2.5,0.0,0
14305,14306,,Jordan,2020-01-27,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,27,44.3,30.2,59.4,940.1,5.3,0.0,0
14306,14307,,Jordan,2020-01-28,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,28,46.9,37.4,60.1,935.1,6.6,0.0,0
14307,14308,,Jordan,2020-01-29,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,29,47.7,41.0,56.5,936.6,8.4,0.0,1
14308,14309,,Jordan,2020-01-30,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,30,46.3,35.6,59.7,937.0,4,0.0,1
14309,14310,,Jordan,2020-01-31,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,31,47.1,40.6,59.9,933.3,16.7,99.99,1
14310,14311,,Jordan,2020-02-01,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,32,46.2,40.6,52.9,935.5,11.7,0.0,1
14311,14312,,Jordan,2020-02-02,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,33,48.4,42.4,58.8,938.6,4.1,0.06,0
14312,14313,,Jordan,2020-02-03,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,34,49.3,39.2,64.4,937.5,6.1,0.0,0
14313,14314,,Jordan,2020-02-04,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,35,47.1,31.3,59.9,935.2,6.2,0.0,1
14314,14315,,Jordan,2020-02-05,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,36,49.7,34.7,66.2,933.9,3.4,0.44,1
14315,14316,,Jordan,2020-02-06,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,37,50.8,37.4,64.8,933.8,4.7,0.0,0
14316,14317,,Jordan,2020-02-07,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,38,44.5,39.2,54.0,932.1,8.7,0.08,1
14317,14318,,Jordan,2020-02-08,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,39,42.8,41.0,47.5,932.6,23.4,0.24,1
14318,14319,,Jordan,2020-02-09,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,40,39.3,35.6,43.7,937.8,11.1,0.12,1
14319,14320,,Jordan,2020-02-10,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,41,36.4,32.0,41.0,939.2,7.7,0.06,1
14320,14321,,Jordan,2020-02-11,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,42,40.9,32.0,49.3,938.6,5.4,0.04,1
14321,14322,,Jordan,2020-02-12,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,43,48.4,40.3,57.2,938.4,6.8,0.02,1
14322,14323,,Jordan,2020-02-13,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,44,48.4,34.7,62.6,938.9,4.7,0.0,0
14323,14324,,Jordan,2020-02-14,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,45,50.5,42.3,61.2,938.9,15.3,0.0,0
14324,14325,,Jordan,2020-02-15,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,46,53.2,42.8,71.6,933.1,8.2,0.0,0
14325,14326,,Jordan,2020-02-16,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,47,49.0,40.1,61.0,931.1,5,0.0,0
14326,14327,,Jordan,2020-02-17,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,48,48.8,37.4,62.2,934.0,5,0.0,0
14327,14328,,Jordan,2020-02-18,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,49,52.7,40.8,63.7,932.9,8.7,0.0,0
14328,14329,,Jordan,2020-02-19,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,50,50.5,46.4,59.0,930.7,8.5,0.01,1
14329,14330,,Jordan,2020-02-20,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,51,49.0,41.0,56.1,934.7,8.8,0.0,1
14330,14331,,Jordan,2020-02-21,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,52,48.5,33.1,61.7,932.6,8.3,99.99,1
14331,14332,,Jordan,2020-02-22,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,53,45.6,37.4,53.6,933.8,6.9,0.12,1
14332,14333,,Jordan,2020-02-23,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,54,48.8,36.0,61.0,933.9,5.4,0.02,0
14333,14334,,Jordan,2020-02-24,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,55,47.1,35.6,63.0,929.9,5.9,0.0,1
14334,14335,,Jordan,2020-02-25,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,56,47.9,36.9,54.1,930.2,11.2,0.04,1
14335,14336,,Jordan,2020-02-26,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,57,49.4,39.2,59.0,936.6,9.5,0.0,1
14336,14337,,Jordan,2020-02-27,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,58,51.4,37.4,68.9,937.3,3.9,0.0,1
14337,14338,,Jordan,2020-02-28,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,59,54.4,41.9,70.7,932.9,3.4,0.0,0
14338,14339,,Jordan,2020-02-29,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,60,49.8,39.2,59.9,929.9,14.6,99.99,1
14339,14340,,Jordan,2020-03-01,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,61,48.5,42.8,56.3,932.6,15.5,0.57,1
14340,14341,,Jordan,2020-03-02,0.0,0.0,Jordan-,31.240000000000006,36.51000000000002,62,46.4,35.6,57.9,937.3,3.8,0.05,1
14341,14342,,Jordan,2020-03-03,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,63,51.8,32.0,68.0,937.3,3.1,0.0,1
14342,14343,,Jordan,2020-03-04,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,64,60.2,45.5,77.0,934.1,7.8,0.0,0
14343,14344,,Jordan,2020-03-05,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,65,59.4,44.6,77.0,930.6,5.7,0.0,0
14344,14345,,Jordan,2020-03-06,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,66,49.3,45.5,59.0,927.3,11,0.28,1
14345,14346,,Jordan,2020-03-07,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,67,50.7,42.8,59.9,934.5,9.4,0.08,0
14346,14347,,Jordan,2020-03-08,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,68,56.3,38.1,71.6,937.6,5,0.0,1
14347,14348,,Jordan,2020-03-09,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,69,59.8,45.7,76.3,933.5,8.7,0.0,0
14348,14349,,Jordan,2020-03-10,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,70,57.1,41.9,76.3,932.7,3.4,0.0,0
14349,14350,,Jordan,2020-03-11,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,71,63.2,42.1,80.6,931.5,2.7,0.0,0
14350,14351,,Jordan,2020-03-12,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,72,64.6,59.0,76.6,926.1,16.2,0.04,1
14351,14352,,Jordan,2020-03-13,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,73,54.4,50.0,64.4,919.4,8.8,0.35,1
14352,14353,,Jordan,2020-03-14,1.0,0.0,Jordan-,31.240000000000006,36.51000000000002,74,52.3,50.0,59.0,927.6,13.6,0.0,1
14353,14354,,Jordan,2020-03-15,8.0,0.0,Jordan-,31.240000000000006,36.51000000000002,75,55.3,47.1,65.3,933.9,3.7,0.0,1
14354,14355,,Jordan,2020-03-16,17.0,0.0,Jordan-,31.240000000000006,36.51000000000002,76,56.2,44.6,71.6,933.0,5.3,0.0,1
14355,14356,,Jordan,2020-03-17,34.0,0.0,Jordan-,31.240000000000006,36.51000000000002,77,50.0,41.0,61.9,928.9,11.1,0.16,1
14356,14357,,Jordan,2020-03-18,52.0,0.0,Jordan-,31.240000000000006,36.51000000000002,78,46.7,42.8,61.9,928.9,18.3,0.37,1
14357,14358,,Jordan,2020-03-19,69.0,0.0,Jordan-,31.240000000000006,36.51000000000002,79,48.0,42.8,56.5,930.8,16.6,0.0,0
14358,14359,,Jordan,2020-03-20,85.0,0.0,Jordan-,31.240000000000006,36.51000000000002,80,43.3,39.9,50.0,929.2,10.2,0.0,1
14359,14360,,Jordan,2020-03-21,85.0,0.0,Jordan-,31.240000000000006,36.51000000000002,81,41.9,35.6,51.1,929.1,6.8,0.05,1
14360,14361,,Jordan,2020-03-22,112.0,0.0,Jordan-,31.240000000000006,36.51000000000002,82,46.5,33.8,57.6,933.7,7.3,0.02,0
14361,14362,,Jordan,2020-03-23,127.0,0.0,Jordan-,31.240000000000006,36.51000000000002,83,54.2,35.6,71.6,931.3,2.4,0.0,1
14362,14363,,Jordan,2020-03-24,154.0,0.0,Jordan-,31.240000000000006,36.51000000000002,84,56.2,43.2,69.8,928.0,7.3,0.0,0
14363,14364,,Jordan,2020-03-25,172.0,0.0,Jordan-,31.240000000000006,36.51000000000002,85,52.6,39.2,64.4,929.7,7.1,0.0,0
14364,14365,,Jordan,2020-03-26,212.0,0.0,Jordan-,31.240000000000006,36.51000000000002,86,52.6,39.2,64.4,929.7,7.1,0.0,0
14400,14401,,Kazakhstan,2020-01-22,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,22,20.1,17.6,21.9,937.4,18.5,99.99,1
14401,14402,,Kazakhstan,2020-01-23,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,23,26.1,18.3,27.7,930.6,27.2,0.0,0
14402,14403,,Kazakhstan,2020-01-24,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,24,26.8,19.8,32.2,929.5,12.3,99.99,1
14403,14404,,Kazakhstan,2020-01-25,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,25,15.3,12.2,19.2,939.4,10.7,99.99,1
14404,14405,,Kazakhstan,2020-01-26,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,26,14.3,11.8,17.1,935.0,19.1,99.99,1
14405,14406,,Kazakhstan,2020-01-27,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,27,17.9,11.8,22.1,932.0,22,0.2,1
14406,14407,,Kazakhstan,2020-01-28,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,28,15.4,0.9,25.9,938.1,18.1,99.99,1
14407,14408,,Kazakhstan,2020-01-29,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,29,0.2,-5.1,7.3,953.8,2.4,0.0,0
14408,14409,,Kazakhstan,2020-01-30,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,30,0.2,-6.5,6.4,951.5,999.9,0.0,0
14409,14410,,Kazakhstan,2020-01-31,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,31,6.4,-2.7,10.0,948.5,3.6,0.0,0
14410,14411,,Kazakhstan,2020-02-01,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,32,7.7,2.1,11.5,942.8,4.4,0.0,0
14411,14412,,Kazakhstan,2020-02-02,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,33,10.2,1.8,15.8,937.1,999.9,0.0,0
14412,14413,,Kazakhstan,2020-02-03,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,34,21.7,10.4,32.9,937.3,999.9,0.0,0
14413,14414,,Kazakhstan,2020-02-04,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,35,27.1,20.5,29.8,939.5,9.2,0.0,0
14414,14415,,Kazakhstan,2020-02-05,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,36,27.6,25.7,29.8,935.8,6.8,0.0,1
14415,14416,,Kazakhstan,2020-02-06,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,37,19.5,16.5,22.1,999.9,999.9,0.0,0
14416,14417,,Kazakhstan,2020-02-07,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,38,30.2,18.7,34.7,937.5,11.7,0.0,0
14417,14418,,Kazakhstan,2020-02-08,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,39,40.7,31.3,47.5,930.0,10.3,0.0,0
14418,14419,,Kazakhstan,2020-02-09,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,40,23.7,11.5,36.3,929.6,7.8,99.99,1
14419,14420,,Kazakhstan,2020-02-10,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,41,4.3,0.1,9.3,944.5,6.4,0.0,0
14420,14421,,Kazakhstan,2020-02-11,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,42,6.4,-3.3,14.7,949.2,4.5,0.0,0
14421,14422,,Kazakhstan,2020-02-12,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,43,9.0,0.3,15.4,940.6,4.2,99.99,1
14422,14423,,Kazakhstan,2020-02-13,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,44,16.1,13.3,18.1,941.8,7.8,99.99,1
14423,14424,,Kazakhstan,2020-02-14,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,45,20.5,13.8,25.9,950.0,7.4,99.99,1
14424,14425,,Kazakhstan,2020-02-15,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,46,21.2,18.7,24.4,947.4,999.9,0.0,1
14425,14426,,Kazakhstan,2020-02-16,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,47,19.1,16.0,22.6,952.3,7,99.99,1
14426,14427,,Kazakhstan,2020-02-17,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,48,8.2,-3.8,20.3,954.9,999.9,99.99,1
14427,14428,,Kazakhstan,2020-02-18,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,49,10.0,-5.8,17.8,957.3,4.7,99.99,1
14428,14429,,Kazakhstan,2020-02-19,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,50,21.1,13.6,24.1,958.5,7.2,0.0,0
14429,14430,,Kazakhstan,2020-02-20,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,51,18.4,14.4,24.8,950.1,6.2,0.0,0
14430,14431,,Kazakhstan,2020-02-21,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,52,20.1,11.1,26.6,940.2,999.9,99.99,1
14431,14432,,Kazakhstan,2020-02-22,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,53,21.6,19.2,25.0,944.9,4.2,99.99,1
14432,14433,,Kazakhstan,2020-02-23,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,54,20.9,14.4,26.6,951.6,999.9,0.0,1
14433,14434,,Kazakhstan,2020-02-24,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,55,12.9,5.5,16.9,945.4,6.8,0.0,1
14434,14435,,Kazakhstan,2020-02-25,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,56,26.6,12.9,30.7,942.0,8,0.0,0
14435,14436,,Kazakhstan,2020-02-26,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,57,29.3,26.1,34.7,934.5,17.2,99.99,1
14436,14437,,Kazakhstan,2020-02-27,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,58,22.2,19.8,24.4,944.3,16.7,99.99,1
14437,14438,,Kazakhstan,2020-02-28,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,59,25.7,14.5,29.5,953.9,4.7,0.0,0
14438,14439,,Kazakhstan,2020-02-29,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,60,23.2,16.2,27.1,948.2,7.3,0.0,0
14439,14440,,Kazakhstan,2020-03-01,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,61,25.2,21.9,28.0,940.3,7.2,0.0,0
14440,14441,,Kazakhstan,2020-03-02,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,62,26.4,23.4,29.3,943.3,6.6,0.0,1
14441,14442,,Kazakhstan,2020-03-03,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,63,20.9,11.5,27.7,950.9,999.9,0.0,0
14442,14443,,Kazakhstan,2020-03-04,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,64,18.7,10.0,30.7,950.4,999.9,0.0,0
14443,14444,,Kazakhstan,2020-03-05,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,65,23.2,10.8,31.5,944.4,3.2,0.0,0
14444,14445,,Kazakhstan,2020-03-06,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,66,9.2,1.6,17.8,955.8,5.8,0.0,0
14445,14446,,Kazakhstan,2020-03-07,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,67,9.6,0.9,16.9,967.1,999.9,0.0,0
14446,14447,,Kazakhstan,2020-03-08,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,68,14.4,3.7,22.1,965.4,1.9,0.0,0
14447,14448,,Kazakhstan,2020-03-09,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,69,26.6,13.5,38.8,957.1,999.9,0.0,0
14448,14449,,Kazakhstan,2020-03-10,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,70,31.1,21.2,36.7,951.7,2.3,0.0,0
14449,14450,,Kazakhstan,2020-03-11,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,71,31.8,26.2,39.6,951.0,2.3,0.0,0
14450,14451,,Kazakhstan,2020-03-12,0.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,72,24.3,18.0,31.6,948.6,999.9,0.0,0
14451,14452,,Kazakhstan,2020-03-13,4.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,73,31.0,23.0,38.3,944.3,4.2,0.0,0
14452,14453,,Kazakhstan,2020-03-14,6.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,74,38.2,34.5,40.1,940.5,999.9,0.0,0
14453,14454,,Kazakhstan,2020-03-15,9.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,75,42.6,37.4,48.6,939.3,8.7,0.0,0
14454,14455,,Kazakhstan,2020-03-16,10.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,76,45.6,39.7,50.9,941.5,999.9,0.0,0
14455,14456,,Kazakhstan,2020-03-17,33.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,77,34.0,25.9,44.8,946.2,7.8,0.0,0
14456,14457,,Kazakhstan,2020-03-18,35.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,78,30.4,23.5,38.7,999.9,4.2,0.0,0
14457,14458,,Kazakhstan,2020-03-19,44.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,79,30.6,21.4,43.2,999.9,2.9,0.0,0
14458,14459,,Kazakhstan,2020-03-20,49.0,3.0,Kazakhstan-,48.01960000000005,66.92369999999994,80,34.0,22.3,46.4,999.9,3.9,0.0,0
14459,14460,,Kazakhstan,2020-03-21,53.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,81,37.0,30.9,39.6,999.9,8.2,0.0,0
14460,14461,,Kazakhstan,2020-03-22,60.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,82,31.8,24.3,40.8,999.9,7.5,0.0,0
14461,14462,,Kazakhstan,2020-03-23,62.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,83,32.7,22.5,42.4,999.9,9.2,0.0,0
14462,14463,,Kazakhstan,2020-03-24,72.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,84,27.4,20.3,35.2,999.9,17,0.0,0
14463,14464,,Kazakhstan,2020-03-25,81.0,0.0,Kazakhstan-,48.01960000000005,66.92369999999994,85,26.0,18.5,35.8,999.9,14.3,0.0,0
14464,14465,,Kazakhstan,2020-03-26,111.0,1.0,Kazakhstan-,48.01960000000005,66.92369999999994,86,26.0,18.5,35.8,999.9,14.3,0.0,0
14500,14501,,Kenya,2020-01-22,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,22,67.2,55.4,77.9,999.9,3.1,0.0,0
14501,14502,,Kenya,2020-01-23,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,23,66.3,55.8,75.4,999.9,1.6,0.0,0
14502,14503,,Kenya,2020-01-24,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,24,66.3,60.6,75.0,999.9,0.7,0.01,1
14503,14504,,Kenya,2020-01-25,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,25,65.6,60.3,73.0,999.9,1.1,0.0,1
14504,14505,,Kenya,2020-01-26,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,26,65.3,61.0,69.6,999.9,1.6,0.98,1
14505,14506,,Kenya,2020-01-27,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,27,63.8,60.8,67.5,999.9,1.7,0.04,1
14506,14507,,Kenya,2020-01-28,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,28,63.6,59.0,69.1,999.9,1.1,1.61,1
14507,14508,,Kenya,2020-01-29,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,29,65.7,59.4,73.9,999.9,2.5,0.39,1
14508,14509,,Kenya,2020-01-30,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,30,65.6,59.7,70.5,999.9,2.1,0.0,0
14509,14510,,Kenya,2020-01-31,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,31,66.9,54.7,77.7,999.9,1.4,0.0,1
14510,14511,,Kenya,2020-02-01,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,32,65.9,60.8,73.4,999.9,1.6,0.51,1
14511,14512,,Kenya,2020-02-02,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,33,65.8,59.0,77.2,999.9,1.7,0.83,0
14512,14513,,Kenya,2020-02-03,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,34,64.7,55.8,74.7,999.9,1.7,0.2,0
14513,14514,,Kenya,2020-02-04,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,35,64.5,54.9,75.4,999.9,1.5,0.31,1
14514,14515,,Kenya,2020-02-05,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,36,64.6,53.4,76.1,999.9,2.1,0.08,0
14515,14516,,Kenya,2020-02-06,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,37,64.1,53.2,77.0,999.9,1.6,0.08,0
14516,14517,,Kenya,2020-02-07,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,38,66.2,53.2,79.7,999.9,2.9,0.0,0
14517,14518,,Kenya,2020-02-08,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,39,65.2,54.7,76.1,999.9,2.2,0.0,0
14518,14519,,Kenya,2020-02-09,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,40,64.9,50.7,78.8,999.9,1.6,0.0,0
14519,14520,,Kenya,2020-02-10,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,41,66.1,53.1,81.0,999.9,1.8,0.0,0
14520,14521,,Kenya,2020-02-11,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,42,65.7,49.3,82.6,999.9,2.3,0.0,0
14521,14522,,Kenya,2020-02-12,0.0,0.0,Kenya-,-0.02360000000000001,37.90619999999995,43,67.9,55.4,80.8,999.9,1.1,0.0,0
